var_x,var_y,cov_xy,anisotropy,is_fake
0.046998244,0.042970218,-0.0065450417,0.15222733,0
0.109734766,0.068588205,0.0006512674,0.23085606,0
0.030696113,0.037190497,-0.00022138703,0.09588582,0
0.038898475,0.061029572,0.0042010588,0.23689176,0
0.014187605,0.02247263,7.357994e-05,0.22602436,0
0.015282193,0.018631533,-0.0015814606,0.13583335,0
0.20816047,0.101065926,-0.0057659405,0.34833145,0
0.09180737,0.076527044,-0.0097493855,0.14716315,0
0.44532374,0.5282902,-0.005666435,0.0860062,0
0.14030081,0.12373901,0.0009786345,0.06316088,0
0.17992006,0.12141521,0.015804388,0.22067577,0
0.30684254,0.20430112,0.0070680394,0.20250863,0
0.03363248,0.05404468,-0.0029295017,0.24220887,0
0.11611177,0.089635015,-0.008299832,0.15188535,0
0.09797665,0.10741292,-0.00430958,0.062223807,0
0.08391425,0.07423868,0.0027122654,0.070136935,0
0.23686278,0.15870127,0.009000984,0.20276764,0
0.04971081,0.04431197,0.004736277,0.11596067,0
0.23937918,0.16664162,-0.0155512,0.19483736,0
0.054310765,0.045695875,0.0049964953,0.13192786,0
0.20985967,0.13277732,0.01357728,0.23851855,0
0.070454694,0.07645589,0.0033091544,0.060812082,0
0.052624762,0.091913864,0.002695487,0.2743693,0
0.034214843,0.033067722,0.002472191,0.07543756,0
0.15505461,0.11120769,0.009443639,0.17930305,0
0.1169742,0.15355136,0.00024483286,0.1352194,0
0.050148763,0.07024819,-0.0020410877,0.1703499,0
0.11917492,0.09121908,-0.006767279,0.14762625,0
0.15580297,0.050549846,0.0033825736,0.51111394,0
0.049267262,0.065707006,-0.004124203,0.1599733,0
0.14045279,0.11193342,0.011570402,0.14551732,0
0.045345694,0.05572058,-0.0008249864,0.10394334,0
0.052513108,0.044180524,0.00031835836,0.08642541,0
0.008550554,0.015398518,0.0021485202,0.33755648,0
0.058164865,0.05208851,0.0017954351,0.06401626,0
0.09684718,0.11206181,0.0031542499,0.07884092,0
0.23708953,0.1975847,-0.023980293,0.14294747,0
0.24427617,0.1341104,-0.02267786,0.3148545,0
0.009642133,0.029008899,1.5395428e-05,0.50105494,0
0.109131336,0.15978429,0.0007052535,0.18843234,0
0.047355015,0.06842635,-0.0017802346,0.18457066,0
0.054128747,0.069413655,3.9056384e-05,0.12372255,0
0.1335623,0.18612696,-0.0006385351,0.16447219,0
0.03389539,0.06554787,-0.0025501582,0.3223994,0
0.09271694,0.07491953,-0.0048145563,0.1207087,0
0.080262624,0.08034136,-0.0011697748,0.014575315,0
0.043958213,0.07737383,0.0030026713,0.27981624,0
0.16027497,0.08424368,-0.0037004265,0.31241104,0
0.28829935,0.23784252,-0.019929968,0.12221335,0
0.05263721,0.06251318,0.0037948566,0.10816599,0
0.07647068,0.07047391,0.0013806458,0.044927973,0
0.019167446,0.034225933,-0.0011288936,0.2851762,0
0.9864219,0.82036483,0.021560548,0.09495555,0
0.18703616,0.15219203,0.005364698,0.10747495,0
0.013129489,0.062710084,-0.00010415872,0.6537534,0
0.2697079,0.19009106,0.0055114254,0.17480701,0
0.2703896,0.27166584,-0.0027724993,0.010497022,0
0.058293592,0.108572505,0.008141663,0.31671873,0
0.08224603,0.09006644,0.0029978752,0.0571884,0
0.07541174,0.082060106,0.009434915,0.1270491,0
0.14880745,0.3635544,-0.0058517223,0.41975254,0
0.032765195,0.07658663,0.00279751,0.40398747,0
0.023379803,0.02749164,-0.00077460567,0.08637294,0
0.17930181,0.17257176,0.0002501797,0.019179039,0
